Test_Time(s),Step_Time(s),Current(A),Voltage(V)
8373.144672,134.2686749,-0.412788361,3.244364262
8374.145727,135.2697293,-0.412607908,3.244364262
8375.147813,136.2718158,-0.412607908,3.244364262
8376.148862,137.2728644,-0.412788361,3.244056463
8377.149925,138.2739273,-0.412788361,3.244056463
8378.151946,139.2759483,-0.412788361,3.243440866
8379.15212,140.2761223,-0.412607908,3.243748665
8380.155352,141.2793552,-0.412607908,3.243440866
8381.158142,142.2821438,-0.412788361,3.243748665
8382.159254,143.283256,-0.412607908,3.243440866
8383.162207,144.2862094,-0.412968814,3.243133068
8384.16237,145.2863734,-0.412607908,3.243133068
8385.162732,146.2867349,-0.412427455,3.242825508
8386.16742,147.2914225,-0.412788361,3.242825508
8387.170412,148.294414,-0.412788361,3.243133068
8388.171426,149.2954288,-0.412607908,3.24251771
8389.175479,150.2994809,-0.412788361,3.24251771
8390.177593,151.3015959,-0.412607908,3.24251771
8391.178602,152.3026044,-0.412607908,3.24251771
8392.178629,153.3026322,-0.412607908,3.242209911
8393.180693,154.3046952,-0.412607908,3.242209911
8394.184537,155.3085401,-0.412607908,3.242209911
8395.188883,156.3128856,-0.412788361,3.241902113
8396.191864,157.3158671,-0.412788361,3.241902113
8397.193951,158.3179539,-0.412607908,3.242209911
8398.195965,159.3199677,-0.412788361,3.241594315
8399.197267,160.3212704,-0.412607908,3.242209911
8400.200038,161.3240405,-0.412607908,3.241594315
8401.202129,162.3261313,-0.412788361,3.241594315
8402.206271,163.3302734,-0.412788361,3.241286516
8403.216215,164.3402173,-0.412788361,3.241594315
8404.21827,165.3422722,-0.412788361,3.241594315
8405.221402,166.3454043,-0.412607908,3.241594315
8406.223351,167.3473529,-0.412788361,3.241286516
8407.226444,168.3504461,-0.412788361,3.241286516
8408.22742,169.3514227,-0.825125515,3.170191526
8409.228519,170.3525222,-0.825305939,3.169268131
8410.229605,171.3536074,-0.825125515,3.168344975
8411.233672,172.3576745,-0.825305939,3.167729378
8412.236636,173.3606383,-0.825305939,3.167113781
8413.237772,174.3617747,-0.825125515,3.166805983
8414.238797,175.3627998,-0.825305939,3.165882826
8415.241878,176.3658806,-0.825125515,3.165575027
8416.24597,177.3699724,-0.825125515,3.164959431
8417.246916,178.370919,-0.825305939,3.164651632
8418.248012,179.3720146,-0.825305939,3.164036036
8419.24902,180.373022,-0.825305939,3.163728237
8420.250063,181.374066,0.412246823,3.376397848
8421.250115,182.3741176,0.412246823,3.378859997
8422.252129,183.3761321,0.412246823,3.380398989
8423.254252,184.378254,0.412246823,3.381937742
8424.255263,185.3792649,0.412246823,3.383168936
8425.257278,186.3812806,0.412246823,3.384092093
8426.259365,187.3833674,0.412246823,3.385323286
8427.260428,188.3844303,0.412427276,3.386246443
8428.260491,189.3844931,-0.000451223,3.316074848
8429.263649,190.3876513,-0.000270769,3.316074848
8430.265566,191.389568,-0.000270769,3.316074848
8431.26561,192.3896119,-0.000270769,3.316690445
8432.267666,193.3916683,-0.000270769,3.316690445
8433.268761,194.3927631,-0.000451223,3.316998243
8434.269946,195.3939496,-0.000270769,3.317305803
8435.272925,196.396928,-0.000270769,3.317613602
8436.27392,197.3979224,-0.000451223,3.317613602
8437.273923,198.3979255,-0.000451223,3.3179214
8438.277017,199.4010201,-0.000451223,3.318229198
8439.27806,200.4020626,-0.000631677,3.318229198
8440.279063,201.403065,-0.000451223,3.318536997
8441.281093,202.4050949,-0.000812131,3.318536997
8442.282314,203.4063164,-0.000451223,3.319152594
8443.283217,204.4072195,-0.000451223,3.319152594
8444.28333,205.4073327,-0.412788361,3.248672962
8445.293329,206.4173313,-0.412607908,3.247749805
8446.295365,207.4193677,-0.412607908,3.247442007
8447.29752,208.4215227,-0.412788361,3.247134209
8448.298462,209.4224643,-0.412607908,3.24682641
8449.300515,210.4245177,-0.412607908,3.246518612
8450.300595,211.424597,-0.412607908,3.246210814
8451.300617,212.4246189,-0.412607908,3.246210814
8452.302668,213.4266704,-0.412607908,3.245595455
8453.302754,214.4267566,-0.412607908,3.245287657
8454.304766,215.4287692,-0.412788361,3.245287657
8455.305834,216.4298363,-0.412788361,3.24467206
8456.306873,217.4308753,-0.412788361,3.24467206
8457.307077,218.4310797,-0.412607908,3.24467206
8458.317015,219.4410182,-0.412607908,3.244364262
8459.320134,220.4441368,-0.412788361,3.244056463
8460.320152,221.4441549,-0.412788361,3.243748665
8461.322196,222.446199,-0.412788361,3.243748665
8462.324941,223.4489434,-0.412427455,3.244056463
8463.325185,224.4491878,-0.412788361,3.243440866
8464.326264,225.4502665,-0.412788361,3.243440866
8465.32747,226.451473,-0.412427455,3.243440866
8466.329412,227.4534147,-0.412788361,3.243133068
8467.331384,228.4553865,-0.412788361,3.242825508
8468.332569,229.4565721,-0.412607908,3.242825508
8469.342544,230.4665468,-0.412788361,3.24251771
8470.345881,231.4698836,-0.412607908,3.24251771
8471.349757,232.4737594,-0.412788361,3.24251771
8472.350486,233.4744889,-0.412607908,3.242209911
8473.351766,234.4757693,-0.412607908,3.242209911
8474.361587,235.4855892,-0.412607908,3.242209911
8475.361771,236.4857736,-0.412788361,3.241902113
8476.36264,237.4866425,-0.412607908,3.241902113
8477.365918,238.4899208,-0.412788361,3.241902113
8478.366944,239.4909459,-0.412788361,3.241594315
8479.366961,240.4909637,-0.412788361,3.241594315
8480.369021,241.4930236,-3.299328804,2.743313551
8481.370132,242.4941342,-3.299148321,2.736850262
8482.370937,243.4949391,-3.299328804,2.732233763
8483.371171,244.4951736,-3.299328804,2.728232861
8484.371236,245.495239,-3.299328804,2.724539518
8485.373319,246.4973209,-3.299148321,2.721461773
8486.378352,247.502355,-3.299328804,2.718384027
8487.381704,248.5057072,-3.299148321,2.71561408
8488.38446,249.5084631,-2.061956406,2.927052736
8489.386516,250.5105192,-2.062136889,2.926744938
8490.387771,251.5117738,-2.062136889,2.926129341
8491.390625,252.5146275,-2.062136889,2.925513744
8492.390641,253.5146437,-2.062136889,2.924590588
8493.392692,254.516694,-2.061956406,2.923667192
8494.392825,255.5168275,-2.062136889,2.923051596
8495.394863,256.5188655,-2.062136889,2.921820641
8496.395828,257.5198302,-2.061956406,2.921205044
8497.397884,258.5218871,-2.062136889,2.920589447
8498.400932,259.5249344,-2.062136889,2.919666052
8499.401143,260.5251461,-2.061956406,2.919050694
8500.401149,261.5251519,-2.062136889,2.918127298
8501.4012,262.5252023,-2.062136889,2.9178195
8502.404146,263.5281488,-2.062136889,2.916896105
8503.404241,264.5282431,-2.062317371,2.916280746
8504.407227,265.53123,-2.062317371,2.915049553
8505.408326,266.5323279,-2.062136889,2.914741755
8506.409407,267.5334093,-2.062136889,2.914433956
8507.412502,268.5365048,-2.062497854,2.913510799
8508.413472,269.5374745,-2.062136889,2.913203001
8509.415553,270.5395559,-2.061956406,2.912895203
8510.416649,271.5406512,-2.062136889,2.911971807
8511.418613,272.5426152,-2.062136889,2.911356449
8512.420663,273.5446655,0.824764431,3.409945011
8513.422671,274.5466735,0.824944854,3.41456151
8514.423747,275.5477498,0.824764431,3.417947054
8515.426858,276.5508607,0.824583948,3.421024561
8516.428306,277.5523085,0.824944854,3.423794508
8517.430921,278.5549235,0.824764431,3.425641298
8518.433017,279.55702,0.824764431,3.427795649
8519.435204,280.559207,0.824764431,3.429949999
8520.445139,281.5691413,-0.825125515,3.146800995
8521.44545,282.5694527,-0.824945033,3.1458776
8522.447179,283.5711815,-0.825125515,3.144954205
8523.449239,284.5732418,-0.825125515,3.144646645
8524.45245,285.5764524,-0.825125515,3.144646645
8525.45432,286.5783225,-0.825125515,3.144338846
8526.458338,287.5823411,-0.825125515,3.144338846
8527.459377,288.5833794,-0.825305939,3.144031048
8528.461479,289.5854809,-0.825125515,3.144031048
8529.462521,290.5865237,-0.824945033,3.144031048
8530.463671,291.5876747,-0.825125515,3.144031048
8531.473609,292.5976117,-0.825125515,3.144031048
8532.475624,293.5996262,-0.824945033,3.144031048
8533.477716,294.6017185,-0.825305939,3.143723249
8534.480771,295.6047735,-0.824945033,3.143723249
8535.48396,296.6079629,-0.825305939,3.143723249
8536.48591,297.6099131,-0.825125515,3.143723249
8537.488013,298.6120154,-0.825125515,3.143415451
8538.4897,299.613703,-0.825125515,3.143723249
8539.492012,300.6160139,-0.825125515,3.143415451
8540.493174,301.6171765,-0.825125515,3.143723249
8541.497088,302.6210904,-0.825125515,3.143723249
8542.499176,303.6231788,-0.825125515,3.143723249
8543.501277,304.6252795,-0.824945033,3.143723249
8544.511339,305.6353416,-0.825305939,3.143415451
8545.512431,306.6364337,-0.825125515,3.143723249
8546.513433,307.6374354,-0.825125515,3.143723249
8547.515528,308.6395303,-0.825125515,3.143415451
8548.522472,309.646475,-0.825305939,3.143415451
8549.524556,310.648558,-0.825125515,3.143415451
8550.527628,311.6516308,-0.824945033,3.143415451
8551.52962,312.6536222,-0.825125515,3.143723249
8552.530661,313.6546631,1.649980068,3.57152462
8553.531671,314.655674,1.649980068,3.576141119
8554.534764,315.6587672,1.649980068,3.579218864
8555.535817,316.6598196,1.649799585,3.58229661
8556.535875,317.659877,1.649980068,3.585066319
8557.535936,318.6599386,1.649980068,3.587836266
8558.538064,319.662067,1.649980068,3.589990854
8559.539018,320.6630202,1.649980068,3.592453003
8560.540025,321.6640276,-0.000270769,3.308688402
8561.54007,322.6640727,-0.000451223,3.308380604
8562.5402,323.664202,-0.000451223,3.308380604
8563.541221,324.6652233,-9.03152E-05,3.308072805
8564.54327,325.6672728,-0.000631677,3.308072805
8565.545273,326.669275,-0.000451223,3.308072805
8566.54559,327.669593,-0.000451223,3.308380604
8567.546468,328.6704707,-0.000451223,3.308380604
8568.548468,329.672471,-0.000631677,3.308380604
8569.550667,330.6746695,-0.000451223,3.308380604
8570.551588,331.6755907,-0.000270769,3.308380604
8571.553657,332.6776602,-0.000451223,3.308688402
8572.555711,333.6797136,-0.000451223,3.308688402
8573.556718,334.680721,-0.000270769,3.308996201
8574.557796,335.6817985,-0.000451223,3.308996201
8575.557825,336.6818282,-0.000451223,3.309611559
8576.56797,337.6919722,-0.000451223,3.309611559
8577.568934,338.692937,-0.000451223,3.309919357
8578.569092,339.6930952,-0.000451223,3.310227156
8579.571978,340.6959801,-0.000451223,3.310534954
8580.573063,341.6970649,-0.000451223,3.310534954
8581.575181,342.6991833,-0.000451223,3.310842752
8582.585201,343.7092038,-0.000451223,3.310842752
8583.588447,344.7124498,-0.000270769,3.311150551
8584.589316,345.7133183,-0.000451223,3.311458349
8585.592316,346.7163182,-0.000451223,3.311766148
8586.592335,347.7163375,-0.000631677,3.311458349
8587.596554,348.7205567,-0.000451223,3.311766148
8588.599471,349.7234731,-0.000451223,3.312073708
8589.601689,350.7256912,-0.000451223,3.312381506
8590.602529,351.726532,-0.000451223,3.312381506
8591.605622,352.7296248,-0.000451223,3.312381506
8592.606638,353.7306407,-0.000451223,3.312997103
8593.606693,354.7306957,-0.000270769,3.312997103
8594.607766,355.7317686,-0.000270769,3.312997103
8595.611774,356.7357764,-0.000451223,3.312997103
8596.613884,357.7378864,-0.000270769,3.313304901
8597.61505,358.7390528,-0.000451223,3.313304901
8598.618091,359.7420936,-0.000451223,3.3136127
8599.619019,360.743021,-0.000451223,3.313920498
8599.879032,361.0030339,-0.000631677,3.313920498
8599.88071,1.15488E-06,0,3.313920498
8600.882968,1.001730778,-0.000451223,3.313920498
8601.88302,2.001783133,-0.000270769,3.314228296
8602.88405,3.002813285,-0.000451223,3.314228296
8603.885088,4.003850751,-0.000270769,3.314536095
8604.885161,5.003924663,-0.000451223,3.314536095
8605.885227,6.003990107,-0.000631677,3.314536095
8606.887283,7.006046946,-0.000451223,3.315151453
8607.888337,8.007100195,-0.000451223,3.315151453
8608.889446,9.008209264,-0.000270769,3.315459251
8609.893523,10.01228637,-0.000631677,3.315151453
8610.894481,11.01324377,-0.000451223,3.315151453
8611.897602,12.0163654,-0.000451223,3.315459251
8612.899684,13.01844727,-0.000270769,3.31576705
8613.901646,14.02040902,-0.000270769,3.31576705
8614.903876,15.02263986,-0.000270769,3.31576705
8615.905758,16.02452154,-0.000270769,3.31576705
8616.90577,17.02453348,-0.000451223,3.316074848
8617.906821,18.02558442,-0.412788361,3.244979858
8618.908908,19.02767128,-0.412788361,3.244056463
8619.918915,20.03767792,-0.412788361,3.243748665
8620.921019,21.0397825,-0.412607908,3.243440866
8621.931018,22.04978067,-0.412607908,3.242825508
8622.932024,23.05078734,-0.412607908,3.24251771
8623.933238,24.05200189,-0.412427455,3.242209911
8624.935163,25.05392668,-0.412607908,3.241902113
8625.938275,26.0570387,-0.412607908,3.241594315
8626.948342,27.06710539,-0.412788361,3.241594315
8627.94942,28.06818366,-0.412607908,3.241286516
8628.949456,29.06821908,-0.412788361,3.240978718
8629.953477,30.07224075,-0.412607908,3.240670919
8630.954474,31.0732378,-0.412788361,3.240363121
8631.95557,32.07433378,-0.412788361,3.240055561
8632.958614,33.07737766,-0.412607908,3.239747763
8633.958617,34.07737996,-0.412788361,3.239439964
8634.958675,35.07743771,-0.412968814,3.239132166
8635.959715,36.07847864,-0.412788361,3.239132166
8636.95976,37.07852368,-0.412607908,3.238824368
8637.960771,38.07953381,-0.412788361,3.239132166
8638.961829,39.08059245,-0.412788361,3.238824368
8639.962918,40.08168073,-0.412788361,3.238516569
8640.964002,41.08276555,-0.412788361,3.238208771
8641.965021,42.08378377,-0.412788361,3.238208771
8642.968065,43.08682764,-0.412607908,3.238208771
8643.972155,44.09091784,-0.412788361,3.237900972
8644.975162,45.09392514,-0.825125515,3.167729378
8645.977277,46.0960405,-0.825125515,3.165575027
8646.978268,47.097031,-0.825305939,3.164651632
8647.980315,48.09907783,-0.825125515,3.164036036
8648.981326,49.1000895,-0.825305939,3.163728237
8649.983415,50.10217868,-0.825125515,3.16280508
8650.985467,51.10423013,-0.825125515,3.162497282
8651.989553,52.10831609,-0.825125515,3.161881685
8652.990575,53.10933777,-0.825125515,3.16095829
8653.990625,54.10938859,-0.825125515,3.16065073
8654.994823,55.11358696,-0.825305939,3.160035133
8655.997686,56.11644913,-0.825125515,3.159727335
8656.997767,57.11653074,0.412246823,3.370242357
8657.999944,58.11870731,0.412246823,3.373935699
8659.001824,59.12058745,0.412246823,3.375474691
8660.002916,60.12167958,0.412246823,3.377013445
8661.003932,61.12269549,0.41206637,3.37793684
8662.004147,62.12291106,0.412246823,3.379167795
8663.005088,63.12385152,0.412427276,3.380398989
8664.005157,64.12392004,0.412246823,3.381322145
8665.006261,65.12502488,-0.000451223,3.311458349
8666.016285,66.13504807,-0.000451223,3.311150551
8667.019299,67.13806192,-0.000451223,3.311150551
8668.020301,68.13906474,-0.000451223,3.311458349
8669.021379,69.14014186,-0.000451223,3.311458349
8670.022414,70.14117701,-0.000270769,3.312073708
8671.0265,71.14526259,-0.000451223,3.311766148
8672.030573,72.14933623,-9.03152E-05,3.312381506
8673.032677,73.15144081,-0.000451223,3.312381506
8674.033618,74.15238126,-0.000451223,3.312381506
8675.037799,75.1565627,-0.000270769,3.312997103
8676.038715,76.15747851,-0.000451223,3.312997103
8677.041962,77.16072565,-0.000451223,3.312997103
8678.051958,78.17072151,-0.000451223,3.313304901
8679.052875,79.17163848,-0.000631677,3.313304901
8680.053942,80.17270559,-0.000451223,3.3136127
8681.054969,81.17373228,-0.412607908,3.243748665
8682.057014,82.17577757,-0.412607908,3.24251771
8683.060089,83.17885263,-0.412788361,3.241902113
8684.060123,84.1788865,-0.412607908,3.241594315
8685.062168,85.18093102,-0.412788361,3.241286516
8686.065228,86.18399184,-0.412788361,3.240670919
8687.066277,87.18504008,-0.412788361,3.240670919
8688.070355,88.18911873,-0.412607908,3.240055561
8689.072188,89.19095075,-0.412788361,3.239747763
8690.073435,90.19219841,-0.412788361,3.239747763
8691.075478,91.19424062,-0.412788361,3.239439964
8692.078739,92.19750238,-0.412968814,3.239439964
8693.079576,93.19833928,-0.412788361,3.239132166
8694.080685,94.19944835,-0.412788361,3.239132166
8695.080803,95.19956654,-0.412788361,3.238824368
8696.081734,96.2004966,-0.412607908,3.238516569
8697.084749,97.20351199,-0.412607908,3.238208771
8698.08582,98.20458333,-0.412788361,3.237900972
8699.087866,99.206629,-0.412788361,3.237900972
8700.087871,100.2066344,-0.412968814,3.237285614
8701.090124,101.2088872,-0.412788361,3.237593412
8702.092062,102.2108254,-0.412788361,3.237285614
8703.095075,103.2138381,-0.412788361,3.237285614
8704.095123,104.2138866,-0.412607908,3.236977816
8705.099169,105.2179318,-0.825305939,3.165882826
8706.100197,106.2189604,-0.825125515,3.164959431
8707.103295,107.2220578,-0.825125515,3.164036036
8708.105319,108.2240827,-0.825305939,3.163420677
8709.106145,109.224908,-0.824945033,3.162497282
8710.106486,110.2252499,-0.825305939,3.161881685
8711.1085,111.2272632,-0.825305939,3.16095829
8712.111639,112.2304022,-0.825305939,3.16065073
8713.112606,113.2313688,-0.825305939,3.160342932
8714.11264,114.2314035,-0.825125515,3.159727335
8715.113722,115.2324852,-0.825305939,3.159111738
8716.113749,116.2325118,-0.825305939,3.158496141
8717.113799,117.2325626,0.412246823,3.370550156
8718.115093,118.2338568,0.412246823,3.373012304
8719.116878,119.2356411,0.41206637,3.374859095
8720.118939,120.2377022,0.412427276,3.37609005
8721.121017,121.239781,0.412427276,3.377321243
8722.123094,122.2418586,0.412246823,3.378552198
8723.123124,123.2418871,0.412607729,3.379475594
8724.123169,124.2419317,0.412246823,3.380398989
8725.123196,125.2419594,-0.412427455,3.239747763
8726.123373,126.2421369,-0.412607908,3.238208771
8727.12637,127.2451331,-0.412607908,3.237900972
8728.127388,128.2461513,-0.412788361,3.237285614
8729.129467,129.2482308,-0.412607908,3.237285614
8730.13137,130.2501337,-0.412788361,3.236977816
8731.133432,131.2521951,-0.412788361,3.236670017
8732.134471,132.2532338,-0.412607908,3.236670017
8733.139663,133.2584261,-0.412607908,3.236362219
8734.149666,134.26843,-0.412788361,3.235746622
8735.15168,135.270443,-0.412427455,3.23605442
8736.153753,136.272516,-0.412607908,3.235746622
8737.153918,137.2726811,-0.412788361,3.235438824
8738.163817,138.28258,-0.412607908,3.235131025
8739.166823,139.2855858,-0.412788361,3.234823465
8740.168083,140.2868465,-0.412788361,3.234823465
8741.17001,141.2887736,-0.412788361,3.234823465
8742.172972,142.2917347,-0.412968814,3.234515667
8743.173169,143.2919322,-0.412788361,3.234515667
8744.18312,144.3018834,-0.412788361,3.234515667
8745.184232,145.3029956,-0.412607908,3.234515667
8746.184355,146.3031188,-0.412788361,3.234515667
8747.186235,147.3049985,-0.412788361,3.234207869
8748.18933,148.3080932,-0.412607908,3.234207869
8749.189484,149.3082472,-0.412788361,3.23390007
8750.199436,150.3181999,-0.412968814,3.233592272
8751.200432,151.3191954,-0.412788361,3.233592272
8752.203536,152.3223001,-0.412788361,3.233592272
8753.203597,153.322361,-0.412788361,3.233284473
8754.206735,154.325498,-0.412607908,3.233592272
8755.207668,155.3264315,-0.412788361,3.233284473
8756.207794,156.326557,-0.412788361,3.233284473
8757.211875,157.3306387,-0.412788361,3.232976675
8758.221918,158.340682,-0.412788361,3.232976675
8759.222968,159.3417317,-0.412427455,3.232668877
8760.224938,160.343702,-0.412607908,3.232668877
8761.226024,161.3447876,-0.412788361,3.232668877
8762.236068,162.3548319,-0.412427455,3.232361317
8763.238073,163.356836,-0.412788361,3.232053518
8764.239117,164.35788,-0.412607908,3.232361317
8765.24118,165.3599438,-0.412788361,3.232053518
8766.242365,166.3611283,-0.412788361,3.232361317
8767.244448,167.3632109,-0.412607908,3.232053518
8768.24555,168.3643139,-0.412607908,3.232053518
8769.246327,169.3650903,-0.825125515,3.16095829
8770.246376,170.3651392,-0.825305939,3.159727335
8771.248553,171.3673165,-0.825125515,3.159111738
8772.250521,172.3692848,-0.825305939,3.158496141
8773.250567,173.3693299,-0.825125515,3.158188343
8774.252663,174.3714268,-0.825125515,3.157265186
8775.253658,175.3724211,-0.825125515,3.156957388
8776.253723,176.3724858,-0.825125515,3.156341791
8777.256886,177.3756494,-0.825125515,3.155726194
8778.257853,178.3766168,-0.825125515,3.155418634
8779.259921,179.378684,-0.825305939,3.155110836
8780.261926,180.3806893,-0.825125515,3.154495239
8781.261971,181.3807339,0.412427276,3.367472649
8782.264019,182.3827823,0.412427276,3.369626999
8783.266042,183.3848049,0.412246823,3.371473551
8784.268135,184.3868983,0.412246823,3.372704744
8785.26918,185.3879438,0.412246823,3.373627901
8786.270284,186.3890479,0.41206637,3.374551296
8787.271273,187.3900361,0.412427276,3.375782251
8788.271322,188.3900846,0.412246823,3.376705647
8789.274405,189.3931681,-0.000451223,3.306841612
8790.275418,190.3941813,-0.000451223,3.306534052
8791.278523,191.397286,-0.000631677,3.306534052
8792.278523,192.3972868,-0.000631677,3.306841612
8793.279569,193.3983324,-0.000451223,3.30714941
8794.282578,194.4013408,-9.03152E-05,3.307765007
8795.283797,195.4025596,-0.000451223,3.307765007
8796.286751,196.4055142,-0.000270769,3.308072805
8797.286954,197.4057174,-0.000270769,3.308072805
8798.288826,198.4075887,-9.03152E-05,3.308380604
8799.289963,199.4087259,-0.000451223,3.308380604
8800.291936,200.4106988,-9.03152E-05,3.308688402
8801.293998,201.4127614,-0.000451223,3.308688402
8802.304254,202.4230179,-0.000451223,3.308688402
8803.306097,203.4248599,-0.000270769,3.308996201
8804.308233,204.4269968,-0.000451223,3.309303761
8805.309159,205.4279223,-0.412788361,3.238824368
8806.31029,206.4290537,-0.412788361,3.238208771
8807.313316,207.4320795,-0.412607908,3.237593412
8808.314432,208.4331955,-0.412788361,3.236977816
8809.31645,209.4352138,-0.412968814,3.236670017
8810.318491,210.4372549,-0.412788361,3.236362219
8811.319589,211.4383524,-0.412607908,3.236362219
8812.329523,212.4482859,-0.412788361,3.235746622
8813.331587,213.45035,-0.412607908,3.235746622
8814.331596,214.4503589,-0.412607908,3.235438824
8815.331712,215.4504751,-0.412607908,3.235438824
8816.331724,216.4504875,-0.412607908,3.234823465
8817.332727,217.4514903,-0.412788361,3.234515667
8818.333775,218.4525378,-0.412788361,3.234515667
8819.335838,219.4546007,-0.412788361,3.234515667
8820.336963,220.4557256,-0.412788361,3.234207869
8821.33793,221.4566926,-0.412788361,3.234207869
8822.339052,222.4578152,-0.412788361,3.23390007
8823.339098,223.4578614,-0.412788361,3.233592272
8824.339145,224.4579083,-0.412788361,3.233592272
8825.343185,225.4619485,-0.412607908,3.233284473
8826.343209,226.4619723,-0.412607908,3.233592272
8827.347279,227.4660417,-0.412607908,3.233284473
8828.348419,228.4671824,-0.412607908,3.232976675
8829.350488,229.4692515,-0.412607908,3.232976675
8830.351425,230.4701878,-0.412607908,3.232361317
8831.353319,231.4720822,-0.412788361,3.232361317
8832.358575,232.4773376,-0.412788361,3.232053518
8833.35959,233.4783535,-0.412788361,3.232361317
8834.360787,234.47955,-0.412607908,3.232053518
8835.364674,235.4834369,-0.412607908,3.232053518
8836.36678,236.4855434,-0.412788361,3.232053518
8837.368776,237.487539,-0.412788361,3.231437922
8838.370825,238.489589,-0.412788361,3.231437922
8839.372037,239.4908008,-0.412607908,3.231437922
8840.372929,240.4916916,-0.412607908,3.231437922
8841.374983,241.4937461,-3.299328804,2.73284936
8842.375145,242.4939086,-3.299148321,2.726693869
8843.377116,243.4958788,-3.299328804,2.72207737
8844.379273,244.4980365,-3.299148321,2.718691826
8845.380155,245.4989177,-3.299148321,2.714998722
8846.381225,246.4999886,-3.299148321,2.711920977
8847.381273,247.5000356,-3.299148321,2.70915103
8848.381438,248.5002011,-3.299328804,2.706381083
8849.382377,249.5011401,-2.062136889,2.918127298
8850.383558,250.5023215,-2.062136889,2.9178195
8851.386585,251.5053481,-2.062136889,2.917203903
8852.387538,252.5063012,-2.061956406,2.916280746
8853.387628,253.5063913,-2.062136889,2.915357351
8854.387667,254.5064306,-2.062136889,2.914433956
8855.387705,255.5064683,-2.061956406,2.914126396
8856.388771,256.5075346,-2.061956406,2.913203001
8857.388778,257.5075412,-2.062136889,2.912587404
8858.389832,258.5085948,-2.061956406,2.911971807
8859.391974,259.5107375,-2.062136889,2.911048651
8860.392944,260.511708,-2.062136889,2.910125256
8861.392998,261.5117615,-2.061956406,2.909509659
8862.394686,262.5134503,-2.061956406,2.90920186
8863.396128,263.5148912,-2.061956406,2.908278704
8864.397124,264.5158875,-2.062136889,2.907663107
8865.398176,265.5169392,-2.062136889,2.90704751
8866.399226,266.5179894,-2.062136889,2.906431913
8867.400227,267.5189899,-2.062136889,2.906124353
8868.401332,268.5200947,-2.061956406,2.905508757
8869.403371,269.5221346,-2.062136889,2.904585361
8870.404429,270.5231917,-2.062136889,2.904277563
8871.406584,271.5253475,-2.062136889,2.903969765
8872.407531,272.5262945,-2.062317371,2.903354406
8873.409576,273.528339,0.824764431,3.402250528
8874.415621,274.5343844,0.824944854,3.406867266
8875.415674,275.5344379,0.824944854,3.409945011
8876.415752,276.5345149,0.824764431,3.41271472
8877.415783,277.5345465,0.824764431,3.414869308
8878.417819,278.5365825,0.825125337,3.417639256
8879.421089,279.539852,0.824944854,3.419485807
8880.421926,280.5406897,0.824944854,3.421640158
8881.423973,281.5427357,-0.825125515,3.138183355
8882.425076,282.5438394,-0.825125515,3.136644602
8883.427074,283.545837,-0.825125515,3.136029005
8884.429126,284.5478888,-0.825305939,3.135721207
8885.431217,285.5499803,-0.825305939,3.135413408
8886.432183,286.5509457,-0.825125515,3.135721207
8887.434302,287.553065,-0.825305939,3.13510561
8888.435397,288.5541609,-0.825125515,3.13510561
8889.436384,289.5551472,-0.825125515,3.13510561
8890.438531,290.5572941,-0.825125515,3.13510561
8891.440459,291.5592224,-0.824945033,3.134797812
8892.441481,292.5602441,-0.825125515,3.134797812
8893.444523,293.5632864,-0.825305939,3.134797812
8894.445676,294.5644394,-0.825125515,3.134797812
8895.455719,295.5744826,-0.825125515,3.134797812
8896.457852,296.5766152,-0.825125515,3.134797812
8897.458828,297.5775915,-0.825125515,3.134797812
8898.460873,298.579636,-0.825125515,3.134797812
8899.463009,299.5817722,-0.825125515,3.134797812
8900.466204,300.5849673,-0.825125515,3.134797812
8901.467031,301.5857942,-0.825305939,3.134797812
8902.467146,302.5859093,-0.825125515,3.134797812
8903.468257,303.5870199,-0.825125515,3.134490013
8904.470232,304.5889959,-0.825125515,3.134490013
8905.471357,305.5901204,-0.824945033,3.134490013
8906.472297,306.5910597,-0.825125515,3.134490013
8907.473366,307.5921295,-0.825125515,3.134490013
8908.475552,308.5943157,-0.825305939,3.134182453
8909.485379,309.6041426,-0.824945033,3.134490013
8910.487477,310.6062414,-0.825125515,3.134490013
8911.490568,311.6093318,-0.825125515,3.134490013
8912.493535,312.6122983,-0.825125515,3.134490013
8913.49869,313.6174529,1.649980068,3.562599182
8914.508634,314.6273976,1.649980068,3.566907883
8915.509716,315.6284793,1.650160551,3.570293427
8916.51173,316.6304934,1.649980068,3.573063374
8917.515872,317.6346352,1.649980068,3.575525522
8918.516919,318.6356823,1.649980068,3.577987671
8919.518074,319.6368379,1.649799585,3.580142021
8920.528066,320.6468296,1.649980068,3.581988811
8921.538003,321.6567665,-0.000451223,3.299147367
8922.53903,322.6577932,-0.000270769,3.298532009
8923.540095,323.6588584,-0.000270769,3.298224211
8924.54112,324.6598835,-0.000631677,3.297916412
8925.543186,325.6619489,-0.000451223,3.297608614
8926.544348,326.6631114,-0.000270769,3.297916412
8927.545475,327.6642382,-0.000270769,3.298224211
8928.546423,328.6651864,-0.000270769,3.298224211
8929.547405,329.6661688,-0.000631677,3.298224211
8930.548465,330.6672282,-0.000451223,3.298532009
8931.549474,331.6682379,-0.000270769,3.298532009
8932.550549,332.6693128,-0.000270769,3.298532009
8933.55388,333.6726427,-0.000451223,3.298532009
8934.555623,334.6743861,-0.000451223,3.299147367
